8,0,13,0,16,0,15,0,19,0,20,0,16,0,23,0,21,0,20,0,22,0,24,0,19,0,26,0,26,0,19,0,22,0,33,0,16,0,30,0,26,0,20,0,28,0,28,0,24,0,26,0,26,0,30,0,22,0,34,0,16,0,33,0,28,0,16,0,28,0,29,0,12,0,28,0,28,0,24,0,21,0,30,0,18,0,26,0,32,0,22,0,18,0,34,0,17,0,35,0,22,0,20,0,30,0,30,0,22,0,30,0,22,0,22,0,24,0,44,0,15,0,22,0,38,0,19,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,0,20,0,24,0,24,0,29,0,29,0,26,0,35,0,30,0,32,0,34,0,34,0,31,0,39,0,38,0,30,0,30,0,43,0,22,0,42,0,34,0,24,0,34,0,31,0,31,0,32,0,28,0,40,0,26,0,40,0,18,0,41,0,36,0,20,0,38,0,32,0,14,0,37,0,36,0,32,0,25,0,36,0,22,0,32,0,36,0,28,0,20,0,40,0,20,0,43,0,22,0,24,0,36,0,29,0,28,0,36,0,22,0,28,0,26,0,52,0,17,0,24,0,44,0,22,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,24,0,28,0,30,0,32,0,36,0,32,0,40,0,36,0,37,0,38,0,39,0,30,0,38,0,34,0,30,0,32,0,48,0,24,0,44,0,38,0,28,0,33,0,38,0,32,0,34,0,29,0,44,0,26,0,40,0,18,0,44,0,38,0,22,0,38,0,38,0,14,0,36,0,38,0,33,0,22,0,40,0,22,0,34,0,32,0,32,0,18,0,45,0,22,0,42,0,24,0,26,0,34,0,32,0,26,0,40,0,24,0,26,0,26,0,52,0,18,0,24,0,45,0,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,0,24,0,30,0,26,0,36,0,36,0,28,0,42,0,35,0,28,0,32,0,34,0,28,0,37,0,40,0,25,0,30,0,46,0,16,0,40,0,30,0,22,0,40,0,34,0,29,0,32,0,32,0,36,0,24,0,42,0,16,0,39,0,38,0,18,0,34,0,35,0,12,0,36,0,36,0,28,0,26,0,30,0,22,0,30,0,42,0,26,0,20,0,38,0,17,0,42,0,24,0,22,0,34,0,34,0,26,0,29,0,22,0,24,0,30,0,48,0,18,0,22,0,40,0,19,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,0,29,0,32,0,36,0,38,0,42,0,34,0,39,0,34,0,36,0,40,0,42,0,31,0,44,0,34,0,32,0,34,0,49,0,24,0,47,0,38,0,30,0,32,0,38,0,33,0,36,0,28,0,48,0,26,0,38,0,18,0,47,0,38,0,22,0,40,0,36,0,14,0,32,0,40,0,34,0,23,0,40,0,20,0,36,0,29,0,32,0,18,0,42,0,22,0,43,0,24,0,28,0,28,0,30,0,28,0,40,0,24,0,26,0,26,0,48,0,19,0,24,0,40,0,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
