1,1
513,2
2,2
3,2
4,3
5,2
6,4
7,2
8,4
520,2
9,3
10,4
522,2
11,2
12,6
13,2
525,2
14,4
15,4
527,2
16,5
528,2
17,2
529,1
18,6
19,2
20,6
532,2
21,4
22,4
23,2
24,8
25,3
26,4
27,4
28,6
540,4
29,2
30,8
31,2
32,4
33,2
34,2
546,2
35,2
36,7
38,2
550,2
39,2
551,2
40,6
552,2
42,6
44,4
45,4
46,2
558,2
48,8
560,2
49,1
50,4
51,2
52,4
54,6
55,2
567,2
56,6
57,2
58,2
570,2
60,10
572,2
62,2
63,4
575,2
64,3
576,1
65,2
66,4
68,2
580,2
69,2
70,4
72,8
75,4
76,2
588,2
77,2
589,2
78,4
80,6
81,3
594,2
84,8
85,2
598,2
87,2
88,4
600,4
90,8
91,2
92,2
93,2
95,2
96,6
609,2
98,2
99,2
100,5
102,2
104,4
616,2
105,4
108,6
620,2
621,2
110,4
112,6
624,2
625,1
114,2
115,2
116,2
117,2
630,2
119,2
120,10
121,1
124,2
125,2
126,6
638,2
128,2
130,4
132,4
644,2
133,2
135,4
136,2
648,2
138,2
650,2
651,2
140,6
143,2
144,7
145,2
147,2
660,2
150,6
152,2
153,2
154,4
155,2
667,2
156,4
160,4
672,2
161,2
162,4
675,2
676,1
165,2
168,8
169,1
170,2
682,2
171,2
174,2
175,2
176,4
690,2
180,8
182,4
184,2
696,2
186,2
187,2
700,2
189,4
190,2
702,2
192,4
195,2
196,3
198,4
200,4
713,2
203,2
204,2
207,2
208,4
720,2
209,2
210,6
725,2
216,6
728,2
217,2
729,1
220,4
221,2
224,4
225,3
228,2
230,2
231,2
232,2
744,2
234,4
238,2
750,2
240,8
242,2
754,2
243,2
756,2
247,2
248,2
250,2
252,6
253,2
255,2
256,1
260,4
261,2
775,2
264,4
266,2
780,2
270,6
783,2
272,2
784,1
273,2
275,2
276,2
279,2
280,4
285,2
286,4
288,4
289,1
290,2
294,2
806,2
297,2
810,2
299,2
300,6
812,2
304,2
306,2
308,4
310,2
312,4
315,2
319,2
320,2
322,2
323,2
324,3
325,2
837,2
840,2
841,1
330,4
336,6
338,2
340,2
341,2
342,2
345,2
348,2
350,2
351,2
352,2
868,2
357,2
870,2
360,6
361,1
364,4
368,2
372,2
374,2
375,2
377,2
378,4
380,2
384,2
899,2
900,1
390,4
391,2
392,2
396,2
399,2
400,3
403,2
405,2
406,2
408,2
414,2
416,2
418,2
930,2
420,6
425,2
432,4
434,2
435,2
437,2
440,2
441,1
442,2
448,2
961,1
450,4
456,2
459,2
460,2
462,2
464,2
465,2
468,2
475,2
476,2
480,4
483,2
484,1
486,2
493,2
494,2
496,2
500,2
504,4
506,2
510,2
